1651	2501	0
4992	4718	0
3273	769	0
3749	1964	1
2879	387	1
3196	2200	1
3869	3892	0
497	2998	0
2807	1866	1
497	2823	0
2197	4112	0
2197	779	0
1443	3441	0
2879	93	0
498	3768	0
631	628	0
2261	2210	0
1990	1252	0
2641	1483	1
1990	1143	0
3771	498	0
4990	4992	0
4388	4389	0
2863	2638	0
4309	2170	0
1919	1924	1
4360	2299	0
4922	3558	0
4052	4053	1
641	143	0
4164	3817	0
2637	4081	0
1048	3005	1
3753	3002	0
4705	4234	1
631	463	0
2660	1769	0
2674	642	0
498	3769	1
4383	2677	1
1734	293	1
4276	4273	0
1990	2192	0
1583	843	0
3592	3593	0
2261	3527	0
1092	4217	0
4546	4988	0
3515	4247	1
3481	2304	1
2355	2353	0
1143	1245	0
1185	2410	0
1557	849	0
260	2262	0
4298	4944	0
70	2692	0
2744	4382	0
3570	2523	0
4005	1048	0
3912	4051	0
1009	2443	0
385	1374	0
4301	979	0
498	3766	1
1371	4383	0
4053	3912	0
189	2509	0
2155	1811	0
3749	2192	1
293	572	0
1035	3644	1
1245	1280	0
4660	1427	0
3921	2874	0
4641	3496	0
769	4551	0
1475	1478	0
4412	1422	0
2389	2899	1
2389	2220	0
1398	3506	1
2692	726	0
530	643	1
3749	1656	0
275	4409	1
1188	2509	0
3271	2256	0
843	4068	1
519	2011	1
569	2010	0
4956	1711	0
2110	368	0
4274	4221	0
559	1497	0
2390	2755	0
1443	3442	1
3294	565	0
387	2867	0
565	4299	0
2456	1394	1
2299	2875	0
2659	1769	0
1394	3950	1
493	2384	0
2641	1480	1
3352	538	0
4990	4660	0
3556	2472	1
2919	4299	0
3752	4292	0
2535	2536	0
4648	4033	1
1964	3749	0
1347	2766	1
4169	2536	0
5	4421	0
1526	1031	0
306	3858	0
4382	4405	0
2535	4169	0
3869	3888	0
4051	4053	0
3950	1901	0
2840	448	1
4412	102	0
2583	368	0
4379	226	0
306	2007	0
2772	704	0
2746	4077	0
4936	598	1
2798	1674	0
2901	2902	0
4920	4428	0
2662	1769	0
2690	595	1
1869	2807	0
4234	498	0
2440	3002	0
293	560	0
2627	2110	0
87	3741	1
1237	1185	1
5	4710	0
565	4309	0
1475	3419	1
2773	3524	0
3749	1990	0
293	2010	0
2916	3581	0
1370	2966	0
1093	2207	1
402	4018	0
4956	12	0
2572	2759	1
4660	2922	1
4139	3403	0
2355	2410	0
2472	4076	0
3638	1654	0
4309	565	1
3264	1953	0
1185	2355	0
602	4066	0
2472	22	0
3273	4551	0
185	1188	0
2781	1253	1
3252	614	0
1964	2781	0
2390	2900	0
2986	485	0
4274	2391	0
2556	2557	0
1990	2409	0
2011	519	0
64	4041	0
2633	2650	0
1937	3481	1
534	4221	1
1331	2609	0
206	4958	0
249	1176	0
1340	2328	0
1013	3972	0
1975	3581	0
2136	3813	0
4052	3912	1
4960	402	0
3496	3495	0
3591	3975	0
2772	275	0
3581	2916	0
4412	2931	0
2329	1478	0
4048	3318	1
3834	4082	0
4052	4051	1
4194	1198	1
1566	3923	0
1491	87	0
4654	4650	1
2902	1651	0
185	1547	0
4267	1306	0
1525	2299	0
3749	1116	0
565	2919	0
3769	4705	0
4350	1443	0
1298	1303	0
1381	1379	0
3423	718	1
3380	2296	0
4189	2953	1
846	326	0
1320	3357	1
1721	834	0
3607	1398	0
2692	74	1
1379	1381	0
2994	4516	0
3481	190	0
2659	2661	0
4151	1872	1
2995	4475	1
1185	2353	0
1237	2410	0
4234	3772	0
1811	3405	1
546	2262	1
1967	3945	0
3767	3772	0
1943	2773	0
4546	1908	1
3615	1557	0
485	4992	1
630	1331	0
1857	4584	0
4936	4935	0
4282	573	0
3609	4051	0
4216	4217	0
4074	4964	0
3921	3274	0
4330	4044	0
4141	1371	0
3717	758	0
2347	4958	1
2659	2662	0
2671	463	0
