1935	4850	1
8967	8760	1
4848	2253	1
4635	9426	1
1926	7040	1
3583	4829	1
6442	2913	1
7680	650	1
4487	4650	1
4819	4818	1
2915	4237	1
4722	1231	1
4671	7275	1
9982	4448	1
2749	4017	1
6624	6757	1
6081	8910	1
5036	5034	1
6229	5857	1
6679	6676	1
8356	1471	1
4907	4908	1
9564	1641	1
6588	6566	1
2083	8631	1
7253	7255	1
8639	8640	1
6855	6594	1
7277	7276	1
3205	4489	1
1084	5132	1
6894	5590	1
2375	1305	0
7123	7636	1
8095	8092	1
3903	5574	1
2767	2768	1
4787	4791	1
5187	8644	1
4987	6563	1
4059	7187	1
5733	408	1
1571	1173	1
9307	9559	1
9592	9591	1
6796	5048	0
3205	6233	1
5025	3560	1
2173	4787	1
9245	8043	1
8181	8180	1
2281	5122	1
8005	58	1
966	3333	1
7080	5603	1
6032	2167	1
1184	9246	1
9933	5936	1
6647	2068	1
3583	6267	1
1860	2208	1
6794	9518	1
4547	4546	1
2263	3167	1
8979	8551	1
2233	1333	1
9152	9846	1
6600	7089	1
9470	9468	1
9875	9469	1
6293	7188	1
2952	4804	1
462	3829	1
5272	3972	1
9696	9372	1
2082	8853	1
2895	2888	1
9237	1651	0
7471	2412	1
3524	1935	1
5464	6583	1
8742	7935	1
7424	7426	1
2285	3499	1
7974	9875	1
2280	2285	1
4546	4545	1
2881	6757	1
3829	462	1
7186	1724	1
6190	7186	1
1342	1303	1
2301	9760	1
1288	6550	1
891	9743	1
9372	9971	1
4784	4791	1
639	5279	1
7187	4059	1
1161	6424	1
2432	7325	1
6370	4753	1
9144	8559	1
7586	7261	0
694	7505	1
7825	2281	1
8290	1739	1
7623	7622	1
3520	882	1
7277	7275	1
9901	2082	1
4677	5399	1
7268	6880	1
4406	7263	1
2301	1905	1
4504	3060	1
4787	4790	1
7552	7555	1
6940	8713	1
3453	3324	1
3741	6642	1
3963	9008	1
4059	1724	1
9280	6799	1
4614	7092	0
4260	5999	1
7436	7494	1
5554	3552	1
9456	8386	1
4101	5711	1
8967	95	1
3049	4487	1
4635	9425	1
5038	3539	1
6476	6474	1
9609	7982	1
