4093	1176	1
1651	2501	0
4992	4718	0
3273	769	0
4941	1198	0
3749	1964	1
3517	3520	1
3196	2200	0
3005	1568	0
4290	1367	1
1884	4546	0
2744	843	1
498	4234	1
3869	3892	0
497	2998	0
2197	4112	1
4846	94	0
2197	779	1
2933	17	0
1443	3441	1
463	2671	0
2879	93	0
498	3768	1
2456	1391	0
715	2648	1
4114	3318	1
1990	1252	0
714	625	0
2641	1483	0
1394	3206	0
4195	3303	0
3771	498	1
2772	4410	1
4990	4992	1
4388	4389	0
2533	2234	1
1092	4216	0
2789	4095	1
1116	4093	0
4309	2170	0
1919	1924	0
3771	4705	0
4360	2299	0
4922	3558	1
4052	4053	1
641	143	1
2892	4559	0
3835	631	0
2637	4081	0
3753	3002	0
4705	4234	0
4533	2308	0
2674	642	1
3817	4081	1
498	3769	0
4383	2677	0
4227	4228	0
4276	4273	0
1394	2456	0
1990	2192	0
3741	87	0
2811	2809	0
754	4706	0
1583	843	0
1237	2355	0
2261	3527	0
1856	4056	0
4309	4299	0
1367	3558	1
3515	4247	0
3481	2304	0
726	3741	1
1185	2410	0
3005	1558	0
2609	1331	0
260	2262	1
4298	4944	0
70	2692	0
3769	3772	0
223	3612	0
3570	2523	0
3761	4750	0
3222	3196	0
1009	2443	0
1005	3329	0
4301	979	0
2633	2147	0
69	4028	0
498	3766	1
69	2692	0
4053	3912	0
2538	4169	0
293	572	1
1035	3644	0
1245	1280	0
2411	3607	1
93	387	0
4641	3496	0
769	4551	1
1475	1478	0
1092	4218	0
2389	2899	0
2902	3471	0
2389	2220	0
140	3175	0
530	643	0
275	4409	1
3481	1937	0
507	4189	1
1188	2509	0
843	4068	0
569	2010	1
2355	1237	0
1483	2917	0
2373	2371	0
4956	1711	0
4347	2966	1
3017	727	0
4274	4221	0
2709	1483	0
547	545	0
1298	1307	0
2390	2755	0
1443	3442	0
3294	565	1
498	3767	0
387	2867	0
565	4299	0
2456	1394	0
2299	2875	0
1394	3950	0
116	3925	0
493	2384	0
4228	2198	0
2641	1480	0
3614	4355	0
3352	538	1
4990	4660	0
3556	2472	0
4389	4388	0
4360	1525	0
2919	4299	1
4382	843	0
2744	1399	0
4292	2261	0
4648	4033	0
1347	2766	1
4169	2536	0
5	4421	0
3997	3996	0
1526	1031	0
306	3858	0
519	3519	1
2390	2753	0
2535	4169	0
2118	1376	0
1393	534	0
3329	1005	0
4189	4468	1
2840	448	0
4412	102	0
4379	226	0
4151	1310	1
4024	726	0
2772	704	1
568	3329	1
2746	4077	1
4936	598	0
4756	3764	1
493	3740	0
1699	4956	1
3175	4533	0
4920	4428	0
3481	185	0
1908	2637	0
1869	2807	0
4234	498	0
4673	1670	0
293	560	1
2627	2110	0
87	3741	0
1964	1176	0
97	4846	1
2456	4287	0
4175	1260	1
1237	1185	0
2637	4164	1
5	4710	0
565	4309	0
1475	3419	0
3753	225	0
2773	3524	0
3441	718	0
3749	1990	0
4660	4990	1
1370	2966	0
1367	4290	0
1093	2207	0
4956	12	0
4660	2922	0
4375	1262	0
4139	3403	0
3423	3442	0
4992	658	1
4169	3679	1
68	87	0
293	569	0
4506	4495	1
3684	4301	0
4309	565	1
1100	1816	1
3264	1953	1
1185	2355	0
4144	1342	0
4990	2986	0
602	4066	0
2472	22	0
4221	534	0
4309	2919	0
3273	4551	1
185	1188	0
631	2648	1
4164	1853	0
275	4410	0
3252	614	0
3817	1853	0
1185	1237	0
1480	2709	0
2390	2900	0
2986	485	0
485	2986	0
4298	3591	1
2916	3582	1
2556	2557	1
1990	2409	0
4529	1811	1
726	4029	1
2633	2650	0
1924	1919	1
2335	1185	0
3679	2536	0
206	4958	0
249	1176	0
2811	2812	0
4705	3118	0
1013	3972	0
4660	4992	0
1975	3581	0
2136	3813	0
4052	3912	0
2390	526	0
3591	3975	0
2772	275	0
4948	4018	1
2261	3526	0
4048	3318	1
3834	4082	0
3684	979	0
4309	3294	0
4052	4051	0
2238	2892	0
4654	4650	0
2902	1651	0
4267	1306	1
1525	2299	0
4286	3076	0
3749	1116	0
565	2919	0
105	103	0
652	1579	1
1177	2192	1
4350	1443	1
1298	1303	0
1993	4507	0
2929	1347	1
1381	1379	0
3423	718	0
46	2371	1
3380	2296	1
4189	2953	0
3607	1398	1
1367	2652	0
1048	4005	0
1674	2798	0
1948	4282	0
3481	190	0
1382	1381	0
2659	2661	0
2995	4475	1
2781	1990	0
3808	116	0
1185	2353	0
4920	2460	1
1237	2410	0
45	2373	0
1811	3405	0
546	2262	0
1796	2127	0
4023	68	0
3592	4298	0
3758	493	1
4936	4935	0
4282	573	0
2420	1557	0
3090	2674	0
3921	3274	0
4330	4044	1
4141	1371	0
3717	758	0
1093	4285	0
4234	4705	0
1964	1256	0
2659	2662	0
2692	87	0
410	1100	0
876	1374	1
843	4405	0
2755	2390	0
2018	3894	1
1483	2709	1
1868	1865	1
638	1298	0
1500	1497	0
4141	4383	0
1565	3945	0
2659	2660	1
4497	1497	1
1581	1013	1
4956	1900	0
3975	3591	0
2389	2900	0
1924	1209	0
2011	3208	0
2671	628	0
2753	2899	0
4155	1872	0
2329	1476	0
3901	2080	0
2192	1245	0
3679	4169	0
2238	2197	0
979	3684	1
1475	2329	0
507	2486	0
2722	3881	0
3772	3771	1
4489	1544	0
4489	1689	0
2633	2572	0
4249	2308	0
3002	225	0
2487	875	1
4189	211	0
2733	763	0
1866	1865	1
187	189	0
1411	2056	1
3613	2420	0
4267	4664	1
1975	2039	1
2389	2527	0
140	2682	0
4551	3851	0
4762	4756	0
1443	718	1
3771	3767	1
3273	4056	0
1188	1547	0
3454	3541	0
116	3808	0
4189	2486	0
4048	495	0
